Date,Open,High,Low,Close,Adj Close,Volume
2020-04-07,71.570000,72.480003,68.330002,68.709999,67.348564,13799400
2020-04-08,69.580002,71.919998,68.540001,71.570000,70.151901,10417600
2020-04-09,71.199997,74.260002,70.139999,73.879997,72.416130,19769600
2020-04-13,73.519997,73.599998,70.349998,71.760002,70.338135,11191800
2020-04-14,73.690002,74.330002,72.660004,73.669998,72.210281,10912000
2020-04-15,72.010002,73.180000,70.709999,72.550003,71.112480,10642500
2020-04-16,73.110001,73.760002,71.349998,73.510002,72.053452,11946800
2020-04-17,76.620003,77.389999,74.970001,77.099998,75.572327,14268400
2020-04-20,76.019997,76.980003,75.080002,75.320000,73.827599,9684700
2020-04-21,73.400002,73.959999,71.739998,72.720001,71.279106,10345800
2020-04-22,74.550003,78.059998,74.430000,77.449997,75.915390,11355300
2020-04-23,77.330002,77.669998,74.260002,75.150002,73.660957,15513400
2020-04-24,75.750000,76.029999,74.209999,75.580002,74.082436,8460600
2020-04-27,76.680000,78.040001,76.540001,77.739998,76.199638,8258500
2020-04-28,78.669998,79.610001,76.959999,78.690002,77.130814,12801400
2020-04-29,78.180000,78.750000,76.720001,76.860001,75.337082,24575500
2020-04-30,76.830002,77.639999,75.190002,76.730003,75.209656,15186000
2020-05-01,74.900002,75.879997,73.209999,73.790001,72.327911,11216700
2020-05-04,72.580002,72.620003,71.260002,71.889999,70.465553,12921800
2020-05-05,74.959999,75.080002,72.889999,72.900002,71.455544,12976000
2020-05-06,73.769997,74.849998,72.860001,72.959999,71.514359,12740900
2020-05-07,73.809998,76.029999,73.370003,76.000000,74.915108,13360500
2020-05-08,77.250000,77.930000,75.760002,77.870003,76.758423,11921800
2020-05-11,76.620003,77.180000,75.800003,75.870003,74.786964,9004500
2020-05-12,76.000000,76.730003,74.339996,74.349998,73.288666,8549900
2020-05-13,74.459999,75.750000,72.919998,73.620003,72.569084,11532700
2020-05-14,72.320000,74.290001,70.650002,74.190002,73.130943,11932300
2020-05-15,72.809998,74.639999,72.669998,74.160004,73.101372,9489100
2020-05-18,76.860001,77.500000,76.199997,76.230003,75.141823,8912500
2020-05-19,76.400002,77.220001,75.760002,75.860001,74.777107,6484900
2020-05-20,77.230003,77.839996,76.519997,77.760002,76.649986,7790500
2020-05-21,78.599998,79.379997,77.889999,78.050003,76.935844,10312600
2020-05-22,77.900002,78.050003,76.519997,77.620003,76.511986,7653300
2020-05-26,79.599998,79.919998,77.580002,77.760002,76.649986,8422200
2020-05-27,78.980003,78.980003,77.389999,78.599998,77.477989,8245300
2020-05-28,78.639999,80.059998,77.930000,78.540001,77.418846,8331400
2020-05-29,78.620003,78.639999,77.260002,77.989998,76.876694,10109000
2020-06-01,77.660004,78.650002,76.769997,78.320000,77.201996,7922000
2020-06-02,77.970001,78.260002,76.790001,77.779999,76.669701,9521000
2020-06-03,78.449997,79.949997,78.300003,79.580002,78.444000,9956700
2020-06-04,79.309998,80.169998,78.470001,78.739998,77.615990,7667600
2020-06-05,80.330002,82.330002,79.970001,82.139999,80.967461,12030800
2020-06-08,83.080002,83.620003,82.180000,83.559998,82.367188,10229600
2020-06-09,82.620003,83.220001,81.760002,82.370003,81.194176,7999800
2020-06-10,79.879997,80.029999,78.199997,79.010002,77.882141,19683800
2020-06-11,75.750000,76.790001,72.150002,72.570000,71.534073,26422200
2020-06-12,75.000000,76.720001,73.809998,76.379997,75.289680,18529800
2020-06-15,74.300003,77.910004,74.080002,76.959999,75.861397,14644700
2020-06-16,78.790001,78.940002,76.389999,77.839996,76.728836,10890100
2020-06-17,78.070000,78.290001,76.680000,77.099998,75.999405,6906700
2020-06-18,76.720001,76.790001,75.800003,76.309998,75.220673,8486000
2020-06-19,77.029999,77.379997,74.879997,75.400002,74.323677,12538600
2020-06-22,74.900002,75.650002,73.919998,75.400002,74.323677,8238600
2020-06-23,76.330002,76.370003,75.070000,75.489998,74.412392,8076600
2020-06-24,74.900002,74.919998,72.000000,73.639999,72.588799,12306400
2020-06-25,73.220001,74.110001,72.169998,73.849998,72.795792,8624800
2020-06-26,73.629997,73.769997,71.250000,71.570000,70.548347,17627800
2020-06-29,71.410004,73.500000,71.059998,73.480003,72.431084,8653000
2020-06-30,73.580002,73.879997,72.809998,73.589996,72.539505,11324000
2020-07-01,74.000000,74.690002,73.379997,74.029999,72.973228,6750000
2020-07-02,75.040001,75.089996,73.639999,73.779999,72.726791,6544400
2020-07-06,74.930000,75.480003,74.160004,75.440002,74.363106,7235300
2020-07-07,75.129997,75.230003,74.000000,74.250000,73.190086,7515100
2020-07-08,74.070000,74.500000,73.330002,74.139999,73.081657,7346200
2020-07-09,73.730003,74.220001,71.930000,73.570000,72.519798,9618200
2020-07-10,73.000000,74.559998,72.739998,74.290001,73.229523,7524200
2020-07-13,74.559998,74.839996,72.489998,72.650002,71.612930,9464500
2020-07-14,72.000000,72.970001,71.820000,72.730003,71.691788,8780900
2020-07-15,74.459999,75.809998,73.959999,75.610001,74.530670,10300700
2020-07-16,74.900002,75.139999,73.680000,74.389999,73.328087,6649300
2020-07-17,74.430000,74.550003,73.209999,74.160004,73.101372,6087500
2020-07-20,74.160004,75.220001,73.629997,74.959999,73.889954,8832700
2020-07-21,75.779999,76.800003,75.269997,75.440002,74.363106,10639800
2020-07-22,75.519997,77.330002,75.120003,77.239998,76.137413,9213100
2020-07-23,76.879997,77.070000,74.900002,75.360001,74.284241,7795100
2020-07-24,75.279999,76.000000,75.110001,75.779999,74.698250,5673400
2020-07-27,75.889999,76.709999,75.540001,76.459999,75.368538,6771100
2020-07-28,76.300003,76.389999,74.559998,74.639999,73.574516,12273400
2020-07-29,77.559998,78.489998,76.900002,77.419998,76.314835,15261100
2020-07-30,76.629997,76.980003,75.400002,76.639999,75.545967,7889800
2020-07-31,76.239998,76.540001,75.480003,76.529999,75.437538,7425000
2020-08-03,76.480003,76.599998,75.440002,75.500000,74.422241,7138300
2020-08-04,75.370003,75.489998,74.760002,75.129997,74.057526,12792400
2020-08-05,75.349998,75.989998,75.330002,75.779999,74.698250,7823100
2020-08-06,75.199997,75.919998,74.940002,75.660004,74.985664,6764800
2020-08-07,75.480003,75.930000,75.209999,75.790001,75.114502,6569300
2020-08-10,75.820000,77.669998,75.809998,77.470001,76.779533,6604300
2020-08-11,78.269997,79.980003,78.000000,78.870003,78.167053,10238500
2020-08-12,79.589996,79.690002,78.669998,79.290001,78.583313,5378800
2020-08-13,78.919998,79.639999,78.839996,79.019997,78.315712,4383400
2020-08-14,78.540001,78.930000,78.019997,78.370003,77.671509,3771300
2020-08-17,78.599998,78.959999,78.120003,78.949997,78.246338,5360400
2020-08-18,79.150002,79.360001,78.349998,78.989998,78.285980,5272700
2020-08-19,79.180000,79.389999,77.430000,77.629997,76.938103,6840600
2020-08-20,77.029999,77.650002,76.459999,77.220001,76.531761,5099500
2020-08-21,76.940002,77.269997,76.690002,77.070000,76.383095,5594100
2020-08-24,77.709999,79.139999,77.250000,78.680000,77.978745,5867400
2020-08-25,80.059998,83.070000,79.790001,82.720001,81.982742,17659500
2020-08-26,82.419998,82.750000,81.879997,82.410004,81.675507,7934300
2020-08-27,82.750000,83.639999,82.500000,83.410004,82.666588,9099200
2020-08-28,83.790001,85.290001,83.430000,85.000000,84.242416,9303900
2020-08-31,84.629997,85.360001,84.029999,84.470001,83.717140,6401600
2020-09-01,84.699997,86.089996,84.230003,86.050003,85.283058,8168800
2020-09-02,86.510002,88.750000,86.290001,88.349998,87.562553,11378900
2020-09-03,88.599998,88.980003,85.690002,86.480003,85.709229,11036600
2020-09-04,87.089996,87.779999,85.309998,86.269997,85.501091,10349400
2020-09-08,85.269997,87.580002,84.769997,85.410004,84.648766,11083100
2020-09-09,85.930000,86.830002,84.459999,85.860001,85.094749,6928700
2020-09-10,85.800003,87.070000,84.529999,84.879997,84.123489,7552000
2020-09-11,84.949997,85.849998,84.150002,85.269997,84.510010,7103300
2020-09-14,85.750000,87.059998,85.639999,86.629997,85.857887,5535800
2020-09-15,87.180000,88.250000,87.169998,87.709999,86.928261,8361900
2020-09-16,88.000000,89.430000,87.750000,88.379997,87.592293,7146400
2020-09-17,87.050003,87.320000,85.360001,86.750000,85.976814,7386600
2020-09-18,86.809998,87.239998,84.599998,84.949997,84.192863,10113400
2020-09-21,82.860001,83.949997,81.750000,83.889999,83.142311,7188800
2020-09-22,84.050003,84.389999,83.180000,83.949997,83.201767,4465000
2020-09-23,84.379997,84.900002,82.820000,82.989998,82.250328,6414700
2020-09-24,82.629997,84.139999,81.919998,83.040001,82.299889,4881500
2020-09-25,82.529999,84.690002,82.220001,84.300003,83.548660,5981500
2020-09-28,85.519997,86.239998,84.989998,86.070000,85.302879,5976200
2020-09-29,86.250000,86.250000,84.629997,84.800003,84.044205,4064000
2020-09-30,86.629997,87.160004,85.470001,85.919998,85.154221,10134400
2020-10-01,87.040001,87.449997,86.199997,86.739998,85.966904,7241200
2020-10-02,85.150002,87.129997,85.089996,86.570000,85.798424,5602300
2020-10-05,87.269997,88.680000,87.199997,88.470001,87.681488,7004800
2020-10-06,88.650002,89.279999,86.800003,87.010002,86.234505,7951100
2020-10-07,87.820000,88.980003,87.440002,88.449997,87.661667,5179300
2020-10-08,88.459999,89.610001,88.410004,89.529999,88.732040,4958800
2020-10-09,89.800003,90.330002,89.580002,90.010002,89.207764,6197700
2020-10-12,90.459999,91.099998,89.930000,90.779999,89.970894,5909100
2020-10-13,90.580002,90.849998,89.769997,90.160004,89.356430,5732000
2020-10-14,90.169998,90.599998,88.559998,89.309998,88.514000,4763300
2020-10-15,88.160004,88.870003,87.669998,88.830002,88.038284,5002200
2020-10-16,89.389999,89.629997,88.440002,88.519997,87.731041,4721300
2020-10-19,88.699997,89.570000,87.360001,87.599998,86.819237,5426600
2020-10-20,88.680000,89.720001,88.040001,88.510002,87.721138,4939700
2020-10-21,88.379997,89.160004,88.190002,88.269997,87.483269,4119200
2020-10-22,88.019997,89.379997,87.699997,89.360001,88.563553,4257800
2020-10-23,89.800003,90.959999,89.440002,90.800003,89.990723,7811500
2020-10-26,90.029999,91.129997,88.650002,89.660004,88.860893,7756400
2020-10-27,89.480003,90.349998,89.169998,90.050003,89.247414,8027500
2020-10-28,88.650002,88.949997,86.610001,87.169998,86.393074,12738800
2020-10-29,87.169998,89.110001,86.610001,88.300003,87.513008,8440000
2020-10-30,87.750000,88.389999,85.629997,86.959999,86.184944,11400700
2020-11-02,87.540001,87.769997,85.449997,85.970001,85.203773,8904900
2020-11-03,86.779999,89.059998,86.180000,88.389999,87.602196,6910400
2020-11-04,88.900002,91.290001,88.739998,89.790001,88.989723,10509400
2020-11-05,90.690002,91.160004,89.900002,90.620003,89.812325,6169700
2020-11-06,90.150002,91.199997,89.779999,90.650002,89.842056,6626100
2020-11-09,97.320000,97.650002,95.639999,95.879997,95.025436,16225800
2020-11-10,93.739998,95.269997,93.139999,93.919998,93.521843,10474700
2020-11-11,94.110001,95.830002,94.019997,95.040001,94.637100,8296500
2020-11-12,94.660004,94.760002,92.660004,93.529999,93.133499,7058400
2020-11-13,94.379997,95.589996,93.699997,95.559998,95.154892,5516100
2020-11-16,96.790001,97.809998,96.019997,97.779999,97.365486,9371300
2020-11-17,97.209999,98.779999,96.809998,98.599998,98.182007,8722300
2020-11-18,98.629997,99.330002,97.910004,97.910004,97.494934,6039500
2020-11-19,97.239998,97.919998,96.860001,97.760002,97.345573,4252300
2020-11-20,97.419998,97.540001,96.949997,97.010002,96.598755,4609700
2020-11-23,97.620003,97.860001,96.419998,96.879997,96.469299,4803200
2020-11-24,97.510002,98.720001,97.400002,98.300003,97.883286,6319900
2020-11-25,98.500000,98.540001,97.940002,98.199997,97.783699,4027100
2020-11-27,98.480003,98.980003,98.279999,98.660004,98.241760,2169700
2020-11-30,98.199997,98.290001,96.959999,98.019997,97.604462,5197300
2020-12-01,99.000000,99.260002,98.250000,98.820000,98.401077,4970000
2020-12-02,98.510002,99.040001,98.209999,98.910004,98.490700,3377900
2020-12-03,99.019997,101.000000,98.970001,100.110001,99.685608,6264100
2020-12-04,101.349998,102.940002,101.070000,102.279999,101.846405,6952700
2020-12-07,102.010002,102.220001,100.690002,101.410004,100.980103,4514800
2020-12-08,100.370003,101.570000,100.010002,101.209999,100.780945,3911300
2020-12-09,101.940002,102.209999,100.099998,100.400002,99.974380,6629900
2020-12-10,103.510002,106.089996,102.750000,105.389999,104.943222,12939200
